iter	Passed	Remaining
311	998	2202
312	1001	2198
313	1004	2193
314	1007	2190
315	1009	2186
316	1012	2182
317	1015	2178
318	1018	2174
319	1021	2170
320	1023	2165
321	1026	2161
322	1029	2157
323	1032	2153
324	1034	2149
325	1037	2145
326	1040	2141
327	1043	2137
328	1046	2134
329	1049	2130
330	1051	2126
331	1054	2122
332	1057	2118
333	1060	2114
334	1063	2111
335	1066	2107
336	1069	2103
337	1072	2099
338	1074	2095
339	1077	2092
340	1080	2088
341	1083	2084
342	1086	2080
343	1089	2077
344	1095	2079
345	1099	2077
346	1102	2074
347	1105	2071
348	1108	2068
349	1111	2064
350	1114	2061
351	1117	2057
352	1120	2054
353	1124	2051
354	1127	2048
355	1130	2044
356	1133	2041
357	1136	2037
358	1139	2033
359	1142	2030
360	1145	2027
361	1148	2023
362	1151	2020
363	1154	2016
364	1157	2012
365	1160	2009
366	1162	2005
367	1165	2002
368	1169	1999
369	1172	1995
370	1175	1993
371	1179	1990
372	1182	1987
373	1185	1984
374	1188	1980
375	1191	1977
376	1194	1974
377	1198	1972
378	1201	1968
379	1204	1965
380	1207	1961
381	1210	1958
382	1213	1954
383	1217	1952
384	1220	1949
385	1223	1946
386	1226	1942
387	1229	1939
388	1233	1937
389	1236	1934
390	1239	1931
391	1242	1927
392	1245	1924
393	1250	1923
394	1253	1919
395	1256	1916
396	1259	1912
397	1262	1909
398	1267	1909
399	1270	1905
400	1273	1902
401	1277	1899
402	1281	1898
403	1285	1896
404	1288	1892
405	1291	1889
406	1294	1885
407	1297	1882
408	1301	1880
409	1310	1885
410	1314	1883
411	1317	1880
412	1321	1878
413	1325	1875
414	1328	1873
415	1332	1869
416	1334	1866
417	1338	1863
418	1341	1860
419	1345	1857
420	1348	1854
421	1363	1867
422	1369	1868
423	1376	1869
424	1380	1867
425	1383	1864
426	1387	1862
427	1391	1859
428	1395	1856
429	1398	1853
430	1401	1850
431	1406	1849
432	1409	1846
433	1413	1843
434	1416	1839
435	1419	1836
436	1425	1836
437	1428	1833
438	1431	1829
439	1434	1825
440	1437	1822
441	1440	1818
442	1443	1814
443	1448	1813
444	1451	1810
445	1454	1807
446	1458	1803
447	1461	1800
448	1463	1796
449	1466	1792
450	1469	1789
451	1472	1785
452	1475	1781
453	1478	1777
454	1481	1774
455	1483	1770
456	1486	1766
457	1489	1762
458	1492	1758
459	1495	1755
460	1497	1751
461	1500	1747
462	1503	1744
463	1506	1740
464	1509	1736
465	1512	1732
466	1514	1728
467	1517	1725
468	1520	1721
469	1523	1717
470	1525	1713
471	1528	1710
472	1531	1706
473	1535	1704
474	1541	1704
475	1544	1700
476	1547	1697
477	1550	1693
478	1553	1689
479	1556	1685
480	1559	1682
481	1561	1678
482	1567	1677
483	1570	1673
484	1573	1670
485	1575	1666
486	1578	1663
487	1581	1659
488	1584	1656
489	1587	1652
490	1590	1649
491	1593	1645
492	1596	1641
493	1599	1638
494	1603	1636
495	1606	1632
496	1609	1629
497	1612	1625
498	1615	1621
499	1618	1618
500	1620	1614
501	1624	1611
502	1627	1607
503	1630	1604
504	1633	1600
505	1635	1597
506	1638	1593
507	1641	1590
508	1645	1586
509	1647	1583
510	1651	1579
511	1653	1576
512	1656	1572
513	1660	1569
514	1662	1566
515	1665	1562
516	1668	1558
517	1671	1555
518	1674	1551
519	1677	1548
520	1679	1544
521	1682	1540
522	1685	1537
523	1688	1533
524	1691	1530
525	1694	1526
526	1696	1523
527	1699	1519
528	1702	1515
529	1705	1512
530	1708	1508
531	1710	1505
532	1713	1501
533	1716	1498
534	1719	1494
535	1722	1491
536	1725	1487
537	1728	1484
538	1731	1480
539	1733	1477
540	1736	1473
541	1741	1472
542	1745	1469
543	1749	1466
544	1753	1464
545	1757	1461
546	1761	1458
547	1764	1455
548	1768	1452
549	1772	1450
550	1776	1447
551	1780	1445
552	1784	1442
553	1788	1439
554	1791	1436
555	1795	1433
556	1799	1430
557	1803	1428
558	1807	1425
559	1810	1422
560	1814	1419
561	1817	1416
562	1821	1414
563	1825	1411
564	1829	1408
565	1832	1405
566	1836	1402
567	1840	1399
568	1843	1396
569	1847	1393
570	1851	1390
571	1854	1387
572	1858	1385
573	1862	1381
574	1865	1378
575	1869	1375
576	1872	1372
577	1876	1369
578	1883	1369
579	1886	1366
580	1890	1363
581	1893	1359
582	1896	1356
583	1899	1353
584	1902	1349
585	1905	1346
586	1908	1342
587	1911	1339
588	1914	1335
589	1917	1332
590	1920	1328
591	1923	1325
592	1925	1321
593	1928	1318
594	1931	1314
595	1934	1311
596	1937	1307
597	1940	1304
598	1943	1300
599	1945	1297
600	1948	1293
601	1951	1290
602	1954	1286
603	1957	1283
604	1960	1279
605	1963	1276
606	1965	1272
607	1969	1270
608	1973	1267
609	1976	1263
610	1981	1261
611	1984	1257
612	1987	1254
613	1989	1251
614	1992	1247
615	1995	1244
616	1998	1240
617	2001	1237
618	2004	1233
619	2007	1230
620	2010	1227
621	2013	1223
622	2016	1220
623	2019	1216
624	2022	1213
625	2024	1209
626	2027	1205
627	2029	1202
628	2032	1198
629	2035	1195
630	2038	1192
631	2041	1188
632	2043	1185
633	2046	1181
634	2049	1178
635	2053	1175
636	2056	1171
637	2059	1168
638	2062	1164
639	2064	1161
640	2068	1158
641	2071	1155
642	2074	1151
643	2077	1148
644	2080	1145
645	2083	1141
646	2086	1138
647	2089	1135
648	2092	1131
649	2095	1128
650	2098	1124
651	2100	1121
652	2104	1118
653	2107	1114
654	2111	1112
655	2114	1108
656	2117	1105
657	2120	1101
658	2124	1099
659	2127	1095
660	2130	1092
661	2132	1088
662	2135	1085
663	2138	1082
664	2141	1078
665	2144	1075
666	2147	1072
667	2150	1068
668	2153	1065
669	2156	1061
670	2159	1058
671	2162	1055
672	2165	1052
673	2168	1048
674	2171	1045
675	2174	1042
676	2180	1040
677	2184	1037
678	2188	1034
679	2192	1031
680	2196	1029
681	2200	1025
682	2203	1022
683	2207	1019
684	2210	1016
685	2213	1013
686	2216	1010
687	2219	1006
688	2223	1003
689	2227	1000
690	2230	997
691	2234	994
692	2237	991
693	2240	988
694	2244	984
695	2248	981
696	2253	979
697	2256	976
698	2260	973
699	2263	970
700	2267	967
701	2270	963
702	2274	961
703	2277	957
704	2281	954
705	2283	951
706	2286	947
707	2289	944
708	2293	941
709	2296	937
710	2300	935
711	2304	931
712	2307	928
713	2310	925
714	2313	922
715	2316	918
716	2318	915
717	2322	912
718	2325	908
719	2328	905
720	2331	902
721	2333	898
722	2340	896
723	2343	893
724	2346	890
725	2349	886
726	2352	883
727	2355	880
728	2358	876
729	2361	873
730	2364	870
731	2367	866
732	2370	863
733	2373	860
734	2376	856
735	2379	853
736	2382	850
737	2384	846
738	2388	843
739	2390	840
740	2393	836
741	2396	833
742	2399	830
743	2403	826
744	2408	824
745	2413	821
746	2416	818
747	2419	815
748	2423	812
749	2428	809
750	2431	806
751	2434	803
752	2438	799
753	2441	796
754	2444	793
755	2447	789
756	2450	786
757	2453	783
758	2456	779
759	2460	776
760	2463	773
761	2466	770
762	2469	767
763	2473	764
764	2477	761
765	2480	757
766	2483	754
767	2486	751
768	2489	747
769	2492	744
770	2495	741
771	2498	737
772	2501	734
773	2504	731
774	2507	728
775	2511	724
776	2515	722
777	2521	719
778	2524	716
779	2527	712
780	2530	709
781	2533	706
782	2536	702
783	2539	699
784	2542	696
785	2545	693
786	2549	690
787	2553	686
788	2556	683
789	2559	680
790	2562	676
791	2565	673
792	2567	670
793	2571	667
794	2574	663
795	2577	660
796	2580	657
797	2583	653
798	2585	650
799	2589	647
800	2592	644
801	2595	640
802	2598	637
803	2601	634
804	2605	631
805	2608	627
806	2610	624
807	2615	621
808	2619	618
809	2623	615
810	2629	612
811	2633	609
812	2636	606
813	2639	603
814	2642	599
815	2646	596
816	2651	593
817	2654	590
818	2658	587
819	2661	584
820	2664	580
821	2667	577
822	2671	574
823	2674	571
824	2677	567
825	2680	564
826	2683	561
827	2686	558
828	2692	555
829	2695	552
830	2698	548
831	2702	545
832	2705	542
833	2708	539
834	2711	535
835	2714	532
836	2718	529
837	2721	526
838	2724	522
839	2727	519
840	2730	516
841	2733	512
842	2736	509
843	2740	506
844	2743	503
845	2746	499
846	2749	496
847	2752	493
848	2755	490
849	2758	486
850	2761	483
851	2764	480
852	2767	476
853	2769	473
854	2772	470
855	2775	466
856	2779	463
857	2782	460
858	2785	457
859	2789	454
860	2792	450
861	2794	447
862	2797	444
863	2800	440
864	2803	437
865	2806	434
866	2809	430
867	2812	427
868	2815	424
869	2818	421
870	2821	417
871	2823	414
872	2826	411
873	2829	407
874	2832	404
875	2835	401
876	2838	398
877	2842	395
878	2846	391
879	2849	388
880	2852	385
881	2855	382
882	2858	378
883	2861	375
884	2864	372
885	2867	368
886	2871	365
887	2874	362
888	2877	359
889	2880	356
890	2883	352
891	2886	349
892	2889	346
893	2892	342
894	2895	339
895	2898	336
896	2901	333
897	2903	329
898	2906	326
899	2909	323
900	2912	320
901	2915	316
902	2918	313
903	2921	310
904	2924	307
905	2930	304
906	2934	300
907	2938	297
908	2942	294
909	2946	291
910	2950	288
911	2953	284
912	2957	281
913	2961	278
914	2964	275
915	2967	272
916	2970	268
917	2973	265
918	2976	262
919	2979	259
920	2982	255
921	2985	252
922	2988	249
923	2991	246
924	2994	242
925	2997	239
926	3000	236
927	3003	233
928	3006	229
929	3009	226
930	3011	223
931	3014	219
932	3017	216
933	3020	213
934	3023	210
935	3026	206
936	3029	203
937	3032	200
938	3035	197
939	3038	193
940	3041	190
941	3044	187
942	3046	184
943	3052	181
944	3058	177
945	3061	174
946	3067	171
947	3071	168
948	3074	165
949	3077	161
950	3080	158
951	3083	155
952	3087	152
953	3090	149
954	3097	145
955	3102	142
956	3106	139
957	3112	136
958	3115	133
959	3118	129
960	3121	126
961	3124	123
962	3127	120
963	3131	116
964	3134	113
965	3138	110
966	3142	107
967	3145	103
968	3149	100
969	3152	97
970	3155	94
971	3158	90
972	3161	87
973	3165	84
974	3169	81
975	3172	78
976	3175	74
977	3178	71
978	3182	68
979	3185	65
980	3188	61
981	3191	58
982	3196	55
983	3199	52
984	3202	48
985	3205	45
986	3208	42
987	3211	39
988	3214	35
989	3217	32
990	3220	29
991	3223	25
992	3228	22
993	3231	19
994	3234	16
995	3237	13
996	3240	9
997	3243	6
998	3246	3
999	3249	0
